@id,@type,station,timestamp,rawMessage,textDescription,icon,presentWeather,elevation_value,temperature_value,dewpoint_value,windDirection_value,windSpeed_value,windGust_value,barometricPressure_value,seaLevelPressure_value,visibility_value,maxTemperatureLast24Hours_value,minTemperatureLast24Hours_value,precipitationLastHour_value,precipitationLast3Hours_value,precipitationLast6Hours_value,relativeHumidity_value,windChill_value,heatIndex_value,cloudLayers_value
https://api.weather.gov/stations/KLGA/observations/2024-05-12T10:51:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-12T10:51:00+00:00,KLGA 121051Z 17007KT 10SM -RA FEW023 BKN029 BKN034 10/05 A2988 RMK AO2 RAE06B26 SLP118 P0000 T01000050,Light Rain,https://api.weather.gov/icons/land/day/rain?size=medium,"[{'intensity': 'light', 'modifier': None, 'weather': 'rain', 'rawString': '-RA'}]",9,10.0,5.0,170.0,12.96,,101190.0,101180.0,16090,,,0.0,,,71.088489426375,,,
https://api.weather.gov/stations/KLGA/observations/2024-05-10T19:30:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-10T19:30:00+00:00,KLGA 101930Z 05015KT 10SM FEW028 SCT036 OVC044 12/04 A2978 RMK AO2 T01220044,Cloudy,https://api.weather.gov/icons/land/day/ovc?size=medium,[],9,12.2,4.4,,,,100850.0,,16090,,,,,,58.917436953004,,,
https://api.weather.gov/stations/KLGA/observations/2024-05-12T08:51:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-12T08:51:00+00:00,KLGA 120851Z 17007KT 10SM SCT022 OVC085 10/04 A2985 RMK AO2 SLP107 60000 T01000044 55004,Cloudy,https://api.weather.gov/icons/land/night/ovc?size=medium,[],9,10.0,4.4,170.0,12.96,,101080.0,101070.0,16090,,,,0.0,,68.173048569669,,,
https://api.weather.gov/stations/KLGA/observations/2024-05-11T02:20:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-11T02:20:00+00:00,KLGA 110220Z 09005KT 10SM -RA SCT021 BKN030 OVC080 11/06 A2984 RMK AO2 P0000 T01060056,Light Rain,https://api.weather.gov/icons/land/night/rain?size=medium,"[{'intensity': 'light', 'modifier': None, 'weather': 'rain', 'rawString': '-RA'}]",9,10.6,5.6,90.0,9.36,,101050.0,,16090,,,0.0,,,71.204369375173,,,
https://api.weather.gov/stations/KLGA/observations/2024-05-13T16:26:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-13T16:26:00+00:00,KLGA 131626Z VRB03KT 10SM SCT025 16/08 A3007 RMK AO2 T01560083,Partly Cloudy,https://api.weather.gov/icons/land/day/sct?size=medium,[],9,15.6,8.3,,5.4,,101830.0,,16090,,,,,,61.814618307198,,,
https://api.weather.gov/stations/KLGA/observations/2024-05-14T04:51:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-14T04:51:00+00:00,KLGA 140451Z 17005KT 10SM FEW110 SCT250 14/11 A3003 RMK AO2 SLP168 T01440106 401830100 $,Partly Cloudy,https://api.weather.gov/icons/land/night/sct?size=medium,[],9,14.4,10.6,170.0,9.36,,101690.0,101680.0,16090,,,,,,77.935757394379,,,
https://api.weather.gov/stations/KLGA/observations/2024-05-11T01:31:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-11T01:31:00+00:00,KLGA 110131Z VRB03KT 10SM -RA BKN019 OVC065 11/07 A2984 RMK AO2 P0001 T01060067,Light Rain,https://api.weather.gov/icons/land/night/rain?size=medium,"[{'intensity': 'light', 'modifier': None, 'weather': 'rain', 'rawString': '-RA'}]",9,10.6,6.7,,5.4,,101050.0,,16090,,,0.0,,,76.817807374338,,,
https://api.weather.gov/stations/KLGA/observations/2024-05-12T22:51:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-12T22:51:00+00:00,KLGA 122251Z 16010KT 10SM SCT035 BKN050 BKN085 BKN250 12/04 A2995 RMK AO2 SLP141 T01220044,Mostly Cloudy,https://api.weather.gov/icons/land/day/bkn?size=medium,[],9,12.2,4.4,160.0,18.36,,101420.0,101410.0,16090,,,,,,58.917436953004,,,
https://api.weather.gov/stations/KLGA/observations/2024-05-10T12:24:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-10T12:24:00+00:00,KLGA 101224Z 09012G22KT 10SM OVC014 10/07 A2977 RMK AO2 T01000067 $,Cloudy,https://api.weather.gov/icons/land/day/ovc?size=medium,[],9,10.0,6.7,90.0,22.32,,100810.0,,16090,,,,,,79.956420984676,,,
https://api.weather.gov/stations/KLGA/observations/2024-05-09T12:51:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-09T12:51:00+00:00,KLGA 091251Z 30010KT 10SM BKN250 17/08 A2974 RMK AO2 SLP069 T01720083,Mostly Cloudy,https://api.weather.gov/icons/land/day/bkn?size=medium,[],9,17.2,8.3,300.0,18.36,,100710.0,100690.0,16090,,,,,,55.830161087985,,,
https://api.weather.gov/stations/KLGA/observations/2024-05-14T02:51:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-14T02:51:00+00:00,KLGA 140251Z 15005KT 10SM BKN100 BKN250 14/11 A3002 RMK AO2 SLP166 T01440106 58001 $,Mostly Cloudy,https://api.weather.gov/icons/land/night/bkn?size=medium,[],9,14.4,10.6,150.0,9.36,,101660.0,101660.0,16090,,,,,,77.935757394379,,,
https://api.weather.gov/stations/KLGA/observations/2024-05-13T02:51:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-13T02:51:00+00:00,KLGA 130251Z 21008KT 10SM FEW050 SCT250 11/05 A3000 RMK AO2 SLP158 T01060050 51010,Partly Cloudy,https://api.weather.gov/icons/land/night/sct?size=medium,[],9,10.6,5.0,210.0,14.76,,101590.0,101580.0,16090,,,,,,68.297978074013,,,
https://api.weather.gov/stations/KLGA/observations/2024-05-13T21:51:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-13T21:51:00+00:00,KLGA 132151Z 17011KT 10SM FEW040 BKN130 BKN250 17/09 A3002 RMK AO2 SLP166 T01670089,Mostly Cloudy,https://api.weather.gov/icons/land/day/bkn?size=medium,[],9,16.7,8.9,170.0,20.52,,101660.0,101660.0,16090,,,,,,60.014617549683,,,
https://api.weather.gov/stations/KLGA/observations/2024-05-08T23:51:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-08T23:51:00+00:00,KLGA 082351Z 25012G28KT 10SM FEW080TCU SCT220 BKN250 29/08 A2950 RMK AO2 PK WND 26028/2347 SLP989 TCU NE T02890083 10300 20250 53002 $,Mostly Cloudy,https://api.weather.gov/icons/land/day/bkn?size=medium,[],9,28.9,8.3,250.0,22.32,,99900.0,99890.0,16090,,,,,,27.498489514177,,27.660325845928888,
https://api.weather.gov/stations/KLGA/observations/2024-05-08T12:03:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-08T12:03:00+00:00,KLGA 081203Z 23005KT 1 1/2SM R04/2200VP6000FT +TSRA BKN017CB OVC037 18/15 A2965 RMK AO2 LTG DSNT SW AND NW RAB1153 TSB1154E1156B00 FRQ LTGICCG OHD TS OHD MOV E P0007 T01780150 $,Heavy Thunderstorms and Heavy Rain,https://api.weather.gov/icons/land/day/tsra?size=medium,"[{'intensity': 'heavy', 'modifier': None, 'weather': 'thunderstorms', 'rawString': '+TS'}, {'intensity': 'heavy', 'modifier': None, 'weather': 'rain', 'rawString': '+RA'}]",9,17.8,15.0,230.0,9.36,,100410.0,,2410,,,0.0,,,83.677642887507,,,
https://api.weather.gov/stations/KLGA/observations/2024-05-08T17:51:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-08T17:51:00+00:00,KLGA 081751Z 17012KT 10SM FEW034 SCT045 SCT140 BKN250 25/17 A2954 RMK AO2 SLP003 60020 T02500172 10256 20178 58019 $,Mostly Cloudy,https://api.weather.gov/icons/land/day/bkn?size=medium,[],9,25.0,17.2,170.0,22.32,,100030.0,100030.0,16090,,,,,10.0,61.940773687779,,25.172897979625557,
https://api.weather.gov/stations/KLGA/observations/2024-05-11T03:51:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-11T03:51:00+00:00,KLGA 110351Z 00000KT 10SM FEW015 FEW030 OVC065 11/06 A2983 RMK AO2 SLP099 T01060056,Cloudy,https://api.weather.gov/icons/land/night/ovc?size=medium,[],9,10.6,5.6,0.0,0.0,,101020.0,100990.0,16090,,,,,,71.204369375173,,,
https://api.weather.gov/stations/KLGA/observations/2024-05-09T19:51:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-09T19:51:00+00:00,KLGA 091951Z 04008KT 10SM FEW050 BKN150 BKN250 19/06 A2971 RMK AO2 SLP062 T01940061 $,Mostly Cloudy,https://api.weather.gov/icons/land/day/bkn?size=medium,[],9,19.4,6.1,40.0,14.76,,100610.0,100620.0,16090,,,,,,41.839272726114,,,
https://api.weather.gov/stations/KLGA/observations/2024-05-08T22:51:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-08T22:51:00+00:00,KLGA 082251Z 23014G23KT 10SM FEW070 SCT220 BKN250 29/12 A2948 RMK AO2 PK WND 25029/2234 SLP983 T02890117 $,Mostly Cloudy,https://api.weather.gov/icons/land/day/bkn?size=medium,[],9,28.9,11.7,230.0,25.92,,99830.0,99830.0,16090,,,,,,34.522200295932,,28.07571413711278,
https://api.weather.gov/stations/KLGA/observations/2024-05-08T01:51:00+00:00,wx:ObservationStation,https://api.weather.gov/stations/KLGA,2024-05-08T01:51:00+00:00,KLGA 080151Z 17007KT 10SM FEW060 BKN250 19/08 A2970 RMK AO2 SLP058 T01890078 $,Mostly Cloudy,https://api.weather.gov/icons/land/night/bkn?size=medium,[],9,18.9,7.8,170.0,12.96,,100580.0,100580.0,16090,,,,,,48.497668355453,,,
